,sample,plate,batch,well,row,col,replicate,region,sort,cm.from.mouth,Paired DNA,prior_cell_type,n_counts,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt,total_counts_ribo,pct_counts_ribo,_scvi_batch,_scvi_labels,leiden,S_score,G2M_score,phase,esophageal_diff_score,basal_epithelial_score,cd8_score,cd4_score,cd8_cd4_score,leiden2,leiden3,cell_type,Cell Type,dpt_pseudotime,Diffusion Pseudotime,% MT,% ribo
cu03_p3r4M8,cu03,p3,cu03_p3,M8,M,8,4,B,EPCAM+,27.0,True,,552249.0,4474,552249.0,22386.0,4.053606,57026.0,10.3261385,0,0,3,-0.24065689701654014,-0.2063028710679366,G1,0.9417933990271652,0.47243957915902135,-0.021155648045241834,-0.01648894963165124,-0.004666698413590593,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.8530377,0.8530377,4.053606,10.3261385
eso29_p2C8,eso29,p2,eso29_p2,C8,C,8,-1,1,EPCAM+,32.5,True,Basal Epithelial,739316.0,4207,739316.0,94129.0,12.731904,116319.0,15.733327,0,0,5,-0.1463172368311227,-0.20135293622305464,G1,0.3034873459485962,0.966680972352624,-0.058012402635067704,-0.07103367722903689,0.013021274593969186,5,5,Basal Epithelial,Basal Epithelial,0.15312311,0.15312311,12.731904,15.733327
cu02_p3r2H13,cu02,p3,cu02_p3,H13,H,13,2,2,EPCAM+,34.0,True,,282205.0,8270,282205.0,14139.0,5.0101876,24977.0,8.850658,0,0,3,-0.1697104500950836,-0.20436361438216089,G1,1.1781706471986628,0.35169823342561723,-0.07902583405375481,-0.08946212723851205,0.010436293184757237,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.95774376,0.95774376,5.0101876,8.850658
eso29_p2E4,eso29,p2,eso29_p2,E4,E,4,-1,1,EPCAM+,32.5,True,Basal Epithelial,817862.0,5649,817862.0,75981.0,9.290198,100115.0,12.241062,0,0,8,-0.09259836114480441,-0.2701589627176073,G1,0.36717004955472315,1.5664544636905193,-0.10188590079545974,-0.12700571810205777,0.025119817306598027,8,8,Basal Epithelial,Basal Epithelial,0.20370786,0.20370786,9.290198,12.241062
cu03_p3r3L23,cu03,p3,cu03_p3,L23,L,23,3,B,CD45+,27.0,True,,379555.0,1653,379555.0,22026.0,5.8031116,32493.0,8.560815,0,0,7,-0.02110638753416584,-0.13130534026684793,G1,-0.22318307101638876,0.015630704186856748,1.8657438746467232,1.1200712065398692,0.745672668106854,7,t1,CD8+ T Cell,CD8+ T Cell,,,5.8031116,8.560815
cu03_p1r4M6,cu03,p1,cu03_p1,M6,M,6,4,D,EPCAM+,17.0,True,,1179774.0,4710,1179774.0,14951.0,1.2672766,206729.0,17.522762,0,0,2,-0.1219431650287992,-0.010511095093494127,G1,0.8786122035329396,0.6510508888326585,-0.05367181677371263,-0.04532245515535275,-0.008349361618359884,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.42784435,0.42784435,1.2672766,17.522762
cu01_p2r2F12,cu01,p2,cu01_p2,F12,F,12,2,C,EPCAM+,31.0,True,Proliferative Basal Epithelial,794887.0,8106,794887.0,50126.0,6.3060536,81444.0,10.245985,0,0,1,-0.14949161099315822,0.7559321664099755,G2M,0.6541700976186378,0.6203481303974987,-0.10505444331094622,-0.1076828704898556,0.002628427178909376,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.6261302,0.6261302,6.3060536,10.245985
cu03_p3r3K24,cu03,p3,cu03_p3,K24,K,24,3,B,CD45+,27.0,True,,455197.0,1904,455197.0,5656.0,1.2425389,46521.0,10.219971,0,0,7,-0.18604206309014476,-0.13391888532199087,G1,-0.2656180658585885,-0.15188034799695013,-0.1070321299508214,0.9681389871736368,-1.0751711171244582,7,t0,CD4+ T Cell,CD4+ T Cell,,,1.2425389,10.219971
cu01_p2r4N13,cu01,p2,cu01_p2,N13,N,13,4,C,EPCAM+,31.0,True,Suprabasal Epithelial,1098402.0,6126,1098402.0,151676.0,13.808788,177355.0,16.146639,0,0,0,-0.2378180393990317,-0.2093632504430978,G1,0.9475275368620367,1.1693559744656086,-0.05132726382464171,-0.07586648695170879,0.024539223127067085,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.70417905,0.70417905,13.808788,16.146639
cu03_p3r1A14,cu03,p3,cu03_p3,A14,A,14,1,B,EPCAM+,27.0,True,,564880.0,4889,564880.0,30029.0,5.315996,54580.0,9.662229,0,0,0,-0.26187533088088694,0.0662862261607578,G2M,0.8633968166914934,0.6829827500805259,-0.058571255579590795,-0.07089206712941329,0.012320811549822494,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.64091253,0.64091253,5.315996,9.662229
cu02_p2r3K5,cu02,p2,cu02_p2,K5,K,5,3,1,EPCAM+,37.0,True,Suprabasal Epithelial,708763.0,7275,708763.0,50531.0,7.1294637,68238.0,9.62776,0,0,3,-0.16274722645432266,-0.174006214306196,G1,1.2103131373329634,-0.1510112358219922,-0.029899847311899066,-0.0626579287648201,0.03275808145292103,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9549205,0.9549205,7.1294637,9.62776
cu02_p1r2H17,cu02,p1,cu02_p1,H17,H,17,2,3,EPCAM+,24.0,True,Proliferative Basal Epithelial,574999.0,8010,574999.0,70889.0,12.328544,48946.0,8.5123625,0,0,6,0.15043616248368985,0.8634046093582504,G2M,0.5737839947627748,0.5587630139365793,-0.1312507120706141,-0.09090612972776095,-0.04034458234285314,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.56852704,0.56852704,12.328544,8.5123625
cu03_p2r2G19,cu03,p2,cu03_p2,G19,G,19,2,A,EPCAM+,30.0,True,,495582.0,6343,495582.0,27172.0,5.4828463,64678.0,13.050919,0,0,8,-0.25017149079511247,-0.20131963560777297,G1,0.3993553216229466,1.2911170258149505,-0.05019707199186087,-0.03917737595736981,-0.011019696034491058,8,8,Basal Epithelial,Basal Epithelial,0.24066362,0.24066362,5.4828463,13.050919
cu02_p2r2G7,cu02,p2,cu02_p2,G7,G,7,2,1,EPCAM+,37.0,True,Suprabasal Epithelial,284753.0,7563,284753.0,39841.0,13.991425,14817.0,5.2034574,0,0,0,-0.22390023243691415,-0.21437064007149784,G1,0.990523792456178,0.65736758852005,-0.062158450856804846,-0.06741591836015383,0.005257467503348982,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.8222647,0.8222647,13.991425,5.2034574
cu01_p2r4N12,cu01,p2,cu01_p2,N12,N,12,4,C,EPCAM+,31.0,True,Proliferative Basal Epithelial,1741708.0,7397,1741708.0,147522.0,8.469961,229341.0,13.167591,0,0,1,-0.12482402197442447,0.8513790821892613,G2M,0.5090961985603414,0.4455681698657572,-0.04540370274335146,-0.08178063313787182,0.036376930394520356,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.62085545,0.62085545,8.469961,13.167591
cu01_p2r3K18,cu01,p2,cu01_p2,K18,K,18,3,C,EPCAM+,31.0,True,Basal Epithelial,619539.0,6472,619539.0,84779.0,13.684207,116508.0,18.805595,0,0,9,-0.046699375929308784,-0.17186570850426106,G1,0.5191784868393752,1.2919155975431205,-0.055563978161662815,-0.07003757557521263,0.014473597413549817,9,9,Basal Epithelial,Basal Epithelial,0.070735134,0.070735134,13.684207,18.805595
cu03_p3r3J6,cu03,p3,cu03_p3,J6,J,6,3,B,EPCAM+,27.0,True,,1358518.0,5678,1358518.0,49923.0,3.6748133,121148.0,8.917659,0,0,1,-0.06694466856527476,0.4309034892690501,G2M,0.48362211209404116,0.5256407588645816,-0.08022349843289703,-0.10352888559922575,0.023305387166328725,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.62049174,0.62049174,3.6748133,8.917659
cu02_p2r3L15,cu02,p2,cu02_p2,L15,L,15,3,1,EPCAM+,37.0,True,Suprabasal Epithelial,520526.0,7832,520526.0,41319.0,7.937932,80626.0,15.489332,0,0,3,-0.16825654105032717,-0.25592188384181785,G1,0.9418072707841503,0.5911336794048547,-0.04951075907796621,-0.06302667922029892,0.013515920142332709,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.8649019,0.8649019,7.937932,15.489332
cu02_p3r1D4,cu02,p3,cu02_p3,D4,D,4,1,4,EPCAM+,21.0,True,,398339.0,7491,398339.0,26312.0,6.605429,40556.0,10.181278,0,0,5,0.4323635981667521,-0.04865534796256693,S,0.33026720630333695,1.0749161742180586,-0.0826758961006999,-0.08395103206237158,0.0012751359616716695,5,5,Basal Epithelial,Basal Epithelial,0.059469935,0.059469935,6.605429,10.181278
cu03_p4r1C15,cu03,p4,cu03_p4,C15,C,15,1,C,EPCAM+,20.0,True,,341957.0,924,341957.0,36770.0,10.752814,52894.0,15.468027,0,0,2,-0.05484291245682578,-0.006851375266745854,G1,0.33449859702587126,0.6941114321649074,-0.0014093367755413056,-0.04540559286872546,0.04399625609318415,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.29881155,0.29881155,10.752814,15.468027
cu02_p2r1D2,cu02,p2,cu02_p2,D2,D,2,1,1,EPCAM+,37.0,True,Basal Epithelial,657751.0,7631,657751.0,71961.0,10.940462,136694.0,20.782028,0,0,5,-0.12940327417848965,-0.24639229554456538,G1,0.023537927517119583,0.8738916788026692,-0.08062389397062361,-0.10345875424022476,0.022834860269601145,5,5,Basal Epithelial,Basal Epithelial,0.092614114,0.092614114,10.940462,20.782028
cu02_p1r1C1,cu02,p1,cu02_p1,C1,C,1,1,3,EPCAM+,24.0,True,Proliferative Basal Epithelial,1291488.0,8976,1291488.0,88496.0,6.852251,146548.0,11.34722,0,0,6,0.5118080602376748,0.011867139749753508,S,0.5206835525182678,0.6033118415623903,-0.09136502873152494,-0.10056948301071922,0.00920445427919428,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.43598935,0.43598935,6.852251,11.34722
cu02_p2r1B18,cu02,p2,cu02_p2,B18,B,18,1,1,EPCAM+,37.0,True,Suprabasal Epithelial,784746.0,8373,784746.0,41969.0,5.3480997,90675.0,11.554694,0,0,0,0.09837039644235995,-0.123619826765447,S,0.8680968166727793,0.44796079002320766,-0.0627745683118701,-0.06591812271624803,0.0031435544043779268,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.71957797,0.71957797,5.3480997,11.554694
cu03_p4r2G9,cu03,p4,cu03_p4,G9,G,9,2,C,EPCAM+,20.0,True,,240001.0,3810,240001.0,9990.0,4.1624827,86248.0,35.936516,0,0,9,-0.15793482551602,0.012159522968231778,G2M,0.4380402818094281,0.8655074535012246,-0.05246240265667439,0.36960059314966204,-0.42206299580633644,9,9,Basal Epithelial,Basal Epithelial,0.17105544,0.17105544,4.1624827,35.936516
cu02_p3r1B14,cu02,p3,cu02_p3,B14,B,14,1,4,EPCAM+,21.0,True,,248650.0,6679,248650.0,22370.0,8.996581,21822.0,8.776192,0,0,8,-0.03942258254934494,-0.14987901490498948,G1,0.11187311053889637,1.164941131681204,-0.11130570422858,-0.10169452600181103,-0.009611178226768963,8,8,Basal Epithelial,Basal Epithelial,0.202211,0.202211,8.996581,8.776192
eso29_p2F9,eso29,p2,eso29_p2,F9,F,9,-1,1,EPCAM+,32.5,True,Basal Epithelial,1359537.0,4639,1359537.0,147835.0,10.873922,173182.0,12.738307,0,0,8,-0.22996493317617586,-0.1336241905487291,G1,0.5115868346811656,1.655921696955338,-0.02692178557626903,-0.04074719157690803,0.013825406000639001,8,8,Basal Epithelial,Basal Epithelial,0.20418814,0.20418814,10.873922,12.738307
cu02_p3r4N16,cu02,p3,cu02_p3,N16,N,16,4,2,EPCAM+,34.0,True,,440643.0,7676,440643.0,31459.0,7.1393394,49030.0,11.126922,0,0,3,-0.2921615058323209,-0.21513064726701026,G1,1.076829928286812,0.3974730821624399,-0.05120740743353963,-0.09030611936002969,0.03909871192649006,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9440199,0.9440199,7.1393394,11.126922
cu01_p1r4O12,cu01,p1,cu01_p1,O12,O,12,4,B,EPCAM+,25.0,True,Suprabasal Epithelial,1551460.0,7319,1551460.0,94843.0,6.1131454,189107.0,12.188971,0,0,3,-0.2732131198953814,-0.21600081830171636,G1,0.8900524133139235,0.49216206617653374,-0.07858538859523832,-0.07582739463075995,-0.0027579939644783724,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.8731456,0.8731456,6.1131454,12.188971
cu01_p2r4N3,cu01,p2,cu01_p2,N3,N,3,4,B,EPCAM+,25.0,True,Suprabasal Epithelial,1873017.0,6607,1873017.0,100063.0,5.3423433,300055.0,16.019876,0,0,0,-0.19100248438108175,-0.19555576516450948,G1,0.6820819533730256,0.4829962190948427,-0.05095174640417099,-0.034004777309795224,-0.016946969094375763,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.76526994,0.76526994,5.3423433,16.019876
cu02_p1r4O18,cu02,p1,cu02_p1,O18,O,18,4,3,EPCAM+,24.0,True,Suprabasal Epithelial,1476420.0,5849,1476420.0,89295.0,6.0480757,237482.0,16.08499,0,0,0,-0.1662505045374034,-0.18263928784674113,G1,0.951988636853502,0.7861992730069907,-0.04213447435759008,-0.07167888947452108,0.029544415116931004,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.7097022,0.7097022,6.0480757,16.08499
cu01_p2r3J17,cu01,p2,cu01_p2,J17,J,17,3,C,EPCAM+,31.0,True,Proliferative Basal Epithelial,725382.0,7922,725382.0,59193.0,8.160253,119478.0,16.471046,0,0,1,-0.06049587715454918,0.872008118172404,G2M,0.5363352117538452,1.4635132442824543,-0.05500399784184992,-0.08014487850790222,0.0251408806660523,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5748167,0.5748167,8.160253,16.471046
eso29_p2G4,eso29,p2,eso29_p2,G4,G,4,-1,1,EPCAM+,32.5,True,Basal Epithelial,862210.0,7280,862210.0,109673.0,12.719987,105940.0,12.287029,0,0,9,-0.2388451055772764,-0.17039071025766925,G1,0.5370553743830497,1.3744566457271576,-0.06703628003597259,-0.06692594515780607,-0.00011033487816651533,9,9,Basal Epithelial,Basal Epithelial,0.06772465,0.06772465,12.719987,12.287029
cu02_p1r1A19,cu02,p1,cu02_p1,A19,A,19,1,3,EPCAM+,24.0,True,Suprabasal Epithelial,1165689.0,6913,1165689.0,44715.0,3.835929,187975.0,16.125656,0,0,0,-0.13423456932829922,-0.21217723562098162,G1,0.9386268368034678,0.4868555025160313,-0.062165722344070674,-0.0747024850298961,0.012536762685825424,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6995194,0.6995194,3.835929,16.125656
cu02_p1r3L15,cu02,p1,cu02_p1,L15,L,15,3,3,EPCAM+,24.0,True,Basal Epithelial,697668.0,5800,697668.0,63770.0,9.1404505,146257.0,20.963696,0,0,8,-0.2226576395876032,-0.2543960347142234,G1,0.12204009978034913,0.9653049786239863,-0.07291126262396574,-0.09014515760044257,0.01723389497647683,8,8,Basal Epithelial,Basal Epithelial,0.17563713,0.17563713,9.1404505,20.963696
cu03_p1r3K3,cu03,p1,cu03_p1,K3,K,3,3,D,EPCAM+,17.0,True,,1669325.0,7018,1669325.0,99380.0,5.9533043,270854.0,16.22536,0,0,0,-0.18679727169908508,-0.23634564816301873,G1,0.7054283836709665,0.7598981497101485,-0.05001044255681336,-0.06611552778631449,0.01610508522950113,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.8438224,0.8438224,5.9533043,16.22536
cu02_p2r1C24,cu02,p2,cu02_p2,C24,C,24,1,1,CD45+,37.0,True,Macrophage,516031.0,5230,516031.0,33379.0,6.46841,33321.0,6.45717,0,0,12,-0.18653218648940714,-0.18458179794098403,G1,-0.2780548248067498,-0.3134554603546858,-0.16343968803063036,0.5485043566177289,-0.7119440446483593,k0,k0,Macrophage,Macrophage,,,6.46841,6.45717
cu02_p3r1D20,cu02,p3,cu02_p3,D20,D,20,1,4,EPCAM+,21.0,True,,438737.0,9550,438737.0,17750.0,4.045704,38949.0,8.877527,0,0,6,0.4960423483129011,0.2087256001541391,S,0.7223630777106566,0.7156203020364046,-0.06734055008739233,-0.10244095889230569,0.03510040880491336,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.47234038,0.47234038,4.045704,8.877527
cu02_p1r3I20,cu02,p1,cu02_p1,I20,I,20,3,3,EPCAM+,24.0,True,Suprabasal Epithelial,590681.0,6421,590681.0,50175.0,8.494433,97271.0,16.467602,0,0,0,-0.21832838246658676,-0.21624437195842494,G1,0.6436152458992952,0.7038158569410443,-0.06377271573990584,-0.05920218296349049,-0.004570532776415351,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6916704,0.6916704,8.494433,16.467602
cu02_p2r3I1,cu02,p2,cu02_p2,I1,I,1,3,1,EPCAM+,37.0,True,Suprabasal Epithelial,355791.0,7604,355791.0,24937.0,7.00889,49173.0,13.820754,0,0,0,-0.2471277879037117,-0.24407749253857347,G1,0.9380818049127565,0.4268000020831823,-0.06864856194704771,-0.07486620796223481,0.006217646015187095,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.83780265,0.83780265,7.00889,13.820754
cu03_p3r2G7,cu03,p3,cu03_p3,G7,G,7,2,B,EPCAM+,27.0,True,,416330.0,8665,416330.0,19297.0,4.635025,106999.0,25.700527,0,0,9,-0.19237062560450002,-0.16891695177796615,G1,1.2393329717446775,0.6349763512611388,-0.05456284567713737,0.1717907264828682,-0.22635357216000557,9,9,Basal Epithelial,Basal Epithelial,0.26902935,0.26902935,4.635025,25.700527
cu03_p2r3I1,cu03,p2,cu03_p2,I1,I,1,3,A,EPCAM+,30.0,True,,773592.0,8139,773592.0,49366.0,6.3814,70593.0,9.125353,0,0,3,-0.23996827400587184,-0.19530637619203303,G1,1.2056577133413624,0.5203431788310409,-0.03804601400159299,-0.04603953691199422,0.00799352291040123,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9589742,0.9589742,6.3814,9.125353
cu02_p3r2F17,cu02,p3,cu02_p3,F17,F,17,2,4,EPCAM+,21.0,True,,307151.0,7953,307151.0,17371.0,5.6555247,17331.0,5.642502,0,0,3,-0.20500136751577167,-0.19160097925207364,G1,1.4268609519197657,0.6341095886826515,-0.04079693865031004,-0.09660902311404546,0.055812084463735416,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9288581,0.9288581,5.6555247,5.642502
cu03_p3r4M22,cu03,p3,cu03_p3,M22,M,22,4,B,CD45+,27.0,True,,413706.0,1457,413706.0,22754.0,5.500041,43970.0,10.628321,0,0,7,-0.039706922896540806,-0.060673039072643514,G1,-0.16606626660858884,0.3101159070134163,-0.054453435577452185,0.7570658121009668,-0.811519247678419,7,t0,CD4+ T Cell,CD4+ T Cell,,,5.500041,10.628321
cu03_p3r3J24,cu03,p3,cu03_p3,J24,J,24,3,B,CD45+,27.0,True,,417283.0,9325,417283.0,48859.0,11.70884,70304.0,16.848038,0,0,1,-0.10929866140510136,0.04260413201428581,G2M,1.0684317706218536,0.9390744465142489,-0.04758123818784952,-0.005628038446108499,-0.04195319974174102,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5966503,0.5966503,11.70884,16.848038
eso29_p2C5,eso29,p2,eso29_p2,C5,C,5,-1,,EPCAM+,,False,Basal Epithelial,1090176.0,6310,1090176.0,84665.0,7.7661777,148349.0,13.607803,0,0,9,0.3624563892398477,-0.0012796600566726823,S,0.5718038142880095,1.3530239944458007,-0.06449987588450312,-0.06548885975033045,0.0009889838658273253,9,9,Basal Epithelial,Basal Epithelial,0.30445737,0.30445737,7.7661777,13.607803
cu03_p3r2E14,cu03,p3,cu03_p3,E14,E,14,2,B,EPCAM+,27.0,True,,771048.0,3444,771048.0,64933.0,8.421395,65882.0,8.544475,0,0,2,-0.18179477353464224,-0.22774563430089523,G1,0.8890407993624754,0.7498230718336999,-0.057794671645388006,-0.07240705675135056,0.014612385105962557,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.56954765,0.56954765,8.421395,8.544475
eso29_p2B9,eso29,p2,eso29_p2,B9,B,9,-1,1,EPCAM+,32.5,True,Basal Epithelial,1092082.0,5236,1092082.0,112820.0,10.330727,168279.0,15.409008,0,0,5,-0.3095625734211752,-0.2126558259574717,G1,0.28929947943371886,1.1690317264795302,-0.05070783026516437,-0.0612579936782519,0.01055016341308753,5,5,Basal Epithelial,Basal Epithelial,0.052057713,0.052057713,10.330727,15.409008
cu02_p3r3I20,cu02,p3,cu02_p3,I20,I,20,3,2,EPCAM+,34.0,True,,411149.0,7745,411149.0,19289.0,4.6914864,41316.0,10.048912,0,0,0,-0.1923575979154782,-0.16418562073370563,G1,0.8271271441390409,0.5137770967632532,-0.06578496359288692,-0.07421748494108518,0.00843252134819826,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.67382425,0.67382425,4.6914864,10.048912
cu02_p3r2F18,cu02,p3,cu02_p3,F18,F,18,2,4,EPCAM+,21.0,True,,326981.0,6703,326981.0,17573.0,5.374318,20371.0,6.230026,0,0,0,-0.22824385790139484,-0.20098350379823268,G1,1.084511236810509,0.6852427252605557,-0.06025792187079787,-0.06771515945593516,0.007457237585137291,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.678012,0.678012,5.374318,6.230026
cu03_p3r3I14,cu03,p3,cu03_p3,I14,I,14,3,B,EPCAM+,27.0,True,,485898.0,5428,485898.0,53915.0,11.09595,41288.0,8.497257,0,0,1,-0.1227333667968381,0.5486777926901365,G2M,0.47469343028743477,1.2318599548637867,-0.11074173152446747,-0.08157892651855946,-0.02916280500590801,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5738929,0.5738929,11.09595,8.497257
cu02_p2r2H2,cu02,p2,cu02_p2,H2,H,2,2,1,EPCAM+,37.0,True,Basal Epithelial,638133.0,6951,638133.0,64899.0,10.170137,123912.0,19.417896,0,0,5,-0.15446560657395383,-0.2121772740511505,G1,0.08897058656570667,0.9630663600936531,-0.06844084612093866,-0.08686409468452136,0.018423248563582698,5,5,Basal Epithelial,Basal Epithelial,0.038947277,0.038947277,10.170137,19.417896
cu02_p3r3I7,cu02,p3,cu02_p3,I7,I,7,3,2,EPCAM+,34.0,True,,285402.0,6986,285402.0,21568.0,7.55706,28222.0,9.888508,0,0,9,-0.14975963940678005,-0.19967377246331916,G1,0.4507929870784283,1.6989844700098038,-0.07939529463648796,-0.06858783883353074,-0.010807455802957222,9,9,Basal Epithelial,Basal Epithelial,0.07627521,0.07627521,7.55706,9.888508
cu03_p3r2G13,cu03,p3,cu03_p3,G13,G,13,2,B,EPCAM+,27.0,True,,573800.0,6665,573800.0,21433.0,3.7352736,45944.0,8.006971,0,0,3,-0.26034278760768775,-0.23326007234428975,G1,1.4669422209315441,0.1472666000202298,-0.051776814386248586,-0.07476874466985464,0.022991930283606056,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9983808,0.9983808,3.7352736,8.006971
cu03_p2r1C19,cu03,p2,cu03_p2,C19,C,19,1,A,EPCAM+,30.0,True,,690229.0,8572,690229.0,23692.0,3.432484,75749.0,10.974474,0,0,1,0.08343918128866396,0.879038994475575,G2M,0.7606756035773193,0.7526503726840019,-0.049099024906754496,-0.060669551193714144,0.011570526286959648,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.6126236,0.6126236,3.432484,10.974474
cu02_p3r1B22,cu02,p3,cu02_p3,B22,B,22,1,4,CD45+,21.0,True,,225635.0,3527,225635.0,6151.0,2.7260842,8671.0,3.842932,0,0,7,-0.13014496896499977,0.04379104014363264,G2M,-0.19300564083982918,-0.24244561833143233,-0.11926510825753212,1.895120528563857,-2.0143856368213893,7,t1,CD8+ T Cell,CD8+ T Cell,,,2.7260842,3.842932
cu01_p1r3L2,cu01,p1,cu01_p1,L2,L,2,3,A,EPCAM+,22.0,True,Proliferative Basal Epithelial,1782574.0,7057,1782574.0,128626.0,7.215745,261298.0,14.658466,0,0,1,-0.2079760709216856,0.5134583267187866,G2M,0.6995976933346075,0.9473075398895889,-0.050718502532690765,-0.04538113271507124,-0.005337369817619522,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.6194791,0.6194791,7.215745,14.658466
cu02_p1r3J15,cu02,p1,cu02_p1,J15,J,15,3,3,EPCAM+,24.0,True,Proliferative Basal Epithelial,899406.0,6823,899406.0,38759.0,4.3093996,126382.0,14.051719,0,0,1,-0.09716070756760947,0.6525137762150184,G2M,0.782371468489661,1.3192143197059631,-0.07759392715990543,-0.08943503697713216,0.011841109817226733,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.578011,0.578011,4.3093996,14.051719
cu03_p3r2H10,cu03,p3,cu03_p3,H10,H,10,2,B,EPCAM+,27.0,True,,778725.0,3861,778725.0,75720.0,9.723587,101304.0,13.008957,0,0,10,-0.1935004730861465,-0.15279817703220955,G1,0.9082623470561468,0.6686374773234128,-0.04990198321640491,-0.038241506467262903,-0.011660476749142008,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.6729424,0.6729424,9.723587,13.008957
cu02_p1r1B12,cu02,p1,cu02_p1,B12,B,12,1,3,EPCAM+,24.0,True,Proliferative Basal Epithelial,1047127.0,7826,1047127.0,79219.0,7.565367,138292.0,13.206802,0,0,9,0.18496279929221138,-0.1390162665994357,S,0.6622641537228928,0.877434606321156,-0.06692901786416769,-0.0715789891903599,0.004649971326192215,9,9,Basal Epithelial,Basal Epithelial,0.2679527,0.2679527,7.565367,13.206802
cu02_p1r1C3,cu02,p1,cu02_p1,C3,C,3,1,3,EPCAM+,24.0,True,Suprabasal Epithelial,1102802.0,7993,1102802.0,46168.0,4.1864266,133803.0,12.133003,0,0,3,-0.20938609157461657,-0.15322391220284012,G1,1.1556529578689267,0.3613602673262358,-0.04402835499495268,-0.0377215912938118,-0.006306763701140881,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.88956195,0.88956195,4.1864266,12.133003
cu02_p1r1B19,cu02,p1,cu02_p1,B19,B,19,1,,EPCAM+,,False,Terminally Differentiated Epithelial,770432.0,1814,770432.0,219.0,0.02842561,184808.0,23.987581,0,0,2,-0.10998156558027108,-0.07164274735611627,G1,0.800094560206813,0.09722433200478553,-0.007813641875982285,-0.012387752855817476,0.0045741109798351914,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.613288,0.613288,0.02842561,23.987581
cu02_p2r3K3,cu02,p2,cu02_p2,K3,K,3,3,1,EPCAM+,37.0,True,Suprabasal Epithelial,878277.0,7125,878277.0,57225.0,6.5155983,112359.0,12.793117,0,0,0,-0.1806268615799445,-0.21933610116260813,G1,0.8899569535741912,0.8180889625735581,-0.06209748284891248,-0.06093048882981141,-0.0011669940191010655,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6616207,0.6616207,6.5155983,12.793117
cu01_p1r3K16,cu01,p1,cu01_p1,K16,K,16,3,B,EPCAM+,25.0,True,Basal Epithelial,1311259.0,8343,1311259.0,127856.0,9.750629,216820.0,16.535254,0,0,4,0.02251400350849575,-0.2075327957588872,S,0.6876735796540536,1.157458918236196,-0.072005380038172,-0.09538494649032751,0.023379566452155512,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.24206375,0.24206375,9.750629,16.535254
cu03_p3r3I4,cu03,p3,cu03_p3,I4,I,4,3,B,EPCAM+,27.0,True,,757429.0,5088,757429.0,70400.0,9.2946005,81831.0,10.803785,0,0,1,0.08278442401159702,0.8329950352365683,G2M,0.740323720484972,0.9396887836605312,-0.07199795424938202,-0.0850232665364941,0.013025312287112081,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.61149126,0.61149126,9.2946005,10.803785
