,sample,plate,batch,well,row,col,replicate,region,sort,cm.from.mouth,Paired DNA,prior_cell_type,n_counts,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt,total_counts_ribo,pct_counts_ribo,_scvi_batch,_scvi_labels,leiden,S_score,G2M_score,phase,esophageal_diff_score,basal_epithelial_score,cd8_score,cd4_score,cd8_cd4_score,leiden2,leiden3,cell_type,Cell Type,dpt_pseudotime,Diffusion Pseudotime,% MT,% ribo
cu01_p1r1B3,cu01,p1,cu01_p1,B3,B,3,1,A,EPCAM+,22.0,True,Proliferative Basal Epithelial,1730486.0,8900,1730486.0,78738.0,4.550051,288536.0,16.673698,0,0,6,0.27078476100464044,0.6279131017756778,G2M,0.5367091590499176,0.8926646189987659,-0.0711855975072831,-0.08286414593768616,0.011678548430403071,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5738839,0.5738839,4.550051,16.673698
cu02_p2r2H14,cu02,p2,cu02_p2,H14,H,14,2,1,EPCAM+,37.0,True,Proliferative Basal Epithelial,534275.0,7792,534275.0,61726.0,11.553226,39637.0,7.418839,0,0,1,-0.06423209831742438,0.42374575624669714,G2M,0.7144792293774731,1.0270024008527399,-0.08043750314041972,-0.08464252907782793,0.004205025937408208,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.6343948,0.6343948,11.553226,7.418839
cu02_p3r3J22,cu02,p3,cu02_p3,J22,J,22,3,2,CD45+,34.0,True,,247731.0,3805,247731.0,7190.0,2.9023416,13898.0,5.6101174,0,0,7,-0.1147737889636565,-0.14485382272319483,G1,-0.23919996133096075,-0.2747839267849922,1.791268051713705,-0.11463296979665756,1.9059010215103624,7,t1,CD8+ T Cell,CD8+ T Cell,,,2.9023416,5.6101174
cu01_p2r4O23,cu01,p2,cu01_p2,O23,O,23,4,D,CD45+,34.0,True,CD8+ T Cell,593583.0,4139,593583.0,22258.0,3.7497704,37123.0,6.254054,0,0,7,-0.12576561369295544,-0.1898809544944235,G1,-0.2898719814936904,-0.06360017922520636,-0.1699980727955699,0.6293009569744269,-0.7992990297699968,7,t0,CD4+ T Cell,CD4+ T Cell,,,3.7497704,6.254054
cu01_p2r1C10,cu01,p2,cu01_p2,C10,C,10,1,C,EPCAM+,31.0,True,Proliferative Basal Epithelial,818913.0,6576,818913.0,49311.0,6.0215187,117077.0,14.296635,0,0,1,-0.07511662725231033,0.07922764591473552,G2M,0.6249071320023607,1.3953626693934202,-0.05008536797016859,-0.04591746638218562,-0.0041679015879829695,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5116279,0.5116279,6.0215187,14.296635
cu03_p4r2H4,cu03,p4,cu03_p4,H4,H,4,2,C,EPCAM+,20.0,True,,871172.0,7024,871172.0,46419.0,5.3283396,89547.0,10.278912,0,0,1,-0.11510945075694667,0.737602869281865,G2M,0.5114980443531977,0.7387602514401078,-0.09699334201402962,-0.105839691174527,0.008846349160497383,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.4927185,0.4927185,5.3283396,10.278912
cu01_p2r3J8,cu01,p2,cu01_p2,J8,J,8,3,C,EPCAM+,31.0,True,Proliferative Basal Epithelial,980887.0,7610,980887.0,59262.0,6.0416746,102673.0,10.467362,0,0,1,-0.1991605042336913,0.5130652765977544,G2M,1.200427285829011,1.1869162482134998,-0.07630337180569768,-0.0664636936597526,-0.00983967814594508,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.60204583,0.60204583,6.0416746,10.467362
cu01_p1r1B12,cu01,p1,cu01_p1,B12,B,12,1,B,EPCAM+,25.0,True,Suprabasal Epithelial,1509293.0,8055,1509293.0,75217.0,4.9835916,203339.0,13.472466,0,0,0,-0.2374691763547105,-0.22886431307575386,G1,0.9293897321728223,0.6009957654811442,-0.04327426695264876,-0.053640049373110135,0.010365782420461378,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.8564056,0.8564056,4.9835916,13.472466
cu01_p1r3K15,cu01,p1,cu01_p1,K15,K,15,3,B,EPCAM+,25.0,True,Basal Epithelial,1447385.0,8623,1447385.0,167700.0,11.586412,237458.0,16.406002,0,0,9,0.1185049882729865,-0.2372607593971514,S,0.3285856051381457,0.8645535613447427,-0.05576820755377412,-0.07930413208901882,0.023535924535244702,9,9,Basal Epithelial,Basal Epithelial,0.086415164,0.086415164,11.586412,16.406002
cu03_p2r2E12,cu03,p2,cu03_p2,E12,E,12,2,A,EPCAM+,30.0,True,,360503.0,8390,360503.0,22043.0,6.1145124,37820.0,10.490897,0,0,6,-0.058483589714739714,0.8842973057206228,G2M,0.5894171462646302,1.1883769804239273,-0.07881887469440699,-0.1346863444894552,0.055867469795048225,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5418572,0.5418572,6.1145124,10.490897
cu03_p2r3J5,cu03,p2,cu03_p2,J5,J,5,3,A,EPCAM+,30.0,True,,578933.0,7456,578933.0,44764.0,7.7321553,80163.0,13.846681,0,0,9,-0.05544156080256579,-0.13781930938501238,G1,0.6298511218717868,1.4054712175279855,-0.10738146293908357,-0.08351464964449405,-0.02386681329458952,9,9,Basal Epithelial,Basal Epithelial,0.08428687,0.08428687,7.7321553,13.846681
cu03_p2r3K4,cu03,p2,cu03_p2,K4,K,4,3,A,EPCAM+,30.0,True,,252431.0,6218,252431.0,16410.0,6.500787,25813.0,10.225764,0,0,1,-0.20575859229803747,0.9962757008782188,G2M,0.4277591684609652,1.0163782784342765,-0.10892682608217001,-0.06891385701795419,-0.04001296906421582,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.54833597,0.54833597,6.500787,10.225764
cu02_p2r1D17,cu02,p2,cu02_p2,D17,D,17,1,1,EPCAM+,37.0,True,Suprabasal Epithelial,343241.0,7281,343241.0,21310.0,6.2084656,64264.0,18.722706,0,0,10,-0.13826315447019263,-0.15413269726815382,G1,1.2302627670905169,0.3748953652977943,-0.05410136461257935,-0.044888905535141625,-0.009212459077437722,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.89440733,0.89440733,6.2084656,18.722706
cu03_p2r4M23,cu03,p2,cu03_p2,M23,M,23,4,A,CD45+,30.0,True,,613330.0,1927,613330.0,23544.0,3.8387165,50996.0,8.3146105,0,0,7,-0.18354740096343136,-0.1538681693651437,G1,-0.28007322052121164,-0.10522478857636453,-0.1264741311222315,0.8995553120970726,-1.0260294432193042,7,t1,CD8+ T Cell,CD8+ T Cell,,,3.8387165,8.3146105
cu02_p1r3K1,cu02,p1,cu02_p1,K1,K,1,3,3,EPCAM+,24.0,True,Terminally Differentiated Epithelial,520492.0,5004,520492.0,86880.0,16.691898,58268.0,11.194793,0,0,10,-0.16997267224134802,-0.17094657764575638,G1,1.0799103159825592,0.4661809339076281,-0.05918916935101151,-0.06966047570109367,0.010471306350082157,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.6947411,0.6947411,16.691898,11.194793
cu03_p1r3J4,cu03,p1,cu03_p1,J4,J,4,3,D,EPCAM+,17.0,True,,1169330.0,8536,1169330.0,51541.0,4.4077377,139273.0,11.910496,0,0,3,-0.21996763007083853,-0.2274773320695513,G1,1.1630618740808876,0.5111403685323894,-0.039849858535453676,-0.05538096252828836,0.015531103992834687,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.89704424,0.89704424,4.4077377,11.910496
cu03_p3r3K7,cu03,p3,cu03_p3,K7,K,7,3,B,EPCAM+,27.0,True,,1023985.0,4430,1023985.0,59708.0,5.8309445,108742.0,10.619492,0,0,10,-0.12177176928450265,-0.003284587474939038,G1,1.2434975684968865,0.30347516408562664,-0.03171507429331541,-0.06084617868065834,0.029131104387342933,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.80971575,0.80971575,5.8309445,10.619492
cu02_p1r2E20,cu02,p1,cu02_p1,E20,E,20,2,3,EPCAM+,24.0,True,Suprabasal Epithelial,910271.0,7711,910271.0,65254.0,7.1686344,123768.0,13.596829,0,0,0,-0.22763196445914957,-0.1746516770025674,G1,1.159445368910537,0.40051950585097074,-0.041643830221146344,-0.04296709725012382,0.0013232670289774762,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.8320782,0.8320782,7.1686344,13.596829
cu02_p1r1C17,cu02,p1,cu02_p1,C17,C,17,1,3,EPCAM+,24.0,True,Suprabasal Epithelial,872581.0,8081,872581.0,87844.0,10.067145,108776.0,12.466006,0,0,3,-0.11467976844556566,-0.1863735610846901,G1,1.0509554522868028,0.4585646579414607,-0.04644627973437309,-0.07656443230807781,0.030118152573704725,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.89801705,0.89801705,10.067145,12.466006
cu03_p3r1C10,cu03,p3,cu03_p3,C10,C,10,1,B,EPCAM+,27.0,True,,533600.0,6615,533600.0,19448.0,3.6446776,55646.0,10.428411,0,0,10,-0.19700413393877375,-0.15133146072192896,G1,0.8382826576653648,0.7088556923046709,-0.04258715603500605,-0.07834845136851072,0.035761295333504674,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.7735116,0.7735116,3.6446776,10.428411
cu03_p3r1D10,cu03,p3,cu03_p3,D10,D,10,1,B,EPCAM+,27.0,True,,683074.0,4915,683074.0,29193.0,4.273768,52044.0,7.6190867,0,0,1,-0.17651014138793153,0.4248010675147161,G2M,0.7999977724847985,1.4343907502517104,-0.04383898697793484,-0.10184253338724375,0.05800354640930891,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5786285,0.5786285,4.273768,7.6190867
cu02_p1r1C6,cu02,p1,cu02_p1,C6,C,6,1,3,EPCAM+,24.0,True,Suprabasal Epithelial,511662.0,7320,511662.0,69246.0,13.533543,41101.0,8.032842,0,0,3,-0.22694156133656987,-0.20726773296393308,G1,0.9146327672504327,0.6389943093955517,-0.08105564830824732,-0.09941615050037701,0.018360502192129688,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.8780978,0.8780978,13.533543,8.032842
cu01_p2r2G22,cu01,p2,cu01_p2,G22,G,22,2,D,CD45+,34.0,True,CD8+ T Cell,301125.0,3902,301125.0,5550.0,1.8430885,26871.0,8.923536,0,0,7,-0.16964724918288016,-0.05233307476769518,G1,-0.24921849817738817,0.08046726307272908,1.26157849393785,0.5461282387375831,0.715450255200267,7,t0,CD4+ T Cell,CD4+ T Cell,,,1.8430885,8.923536
cu03_p1r3I9,cu03,p1,cu03_p1,I9,I,9,3,D,EPCAM+,17.0,True,,1539203.0,7496,1539203.0,92097.0,5.9834213,262739.0,17.069807,0,0,4,0.318231396102825,-0.08087822165599878,S,0.41799769757841443,0.7199295805487782,-0.06427220460493117,-0.08322144964399437,0.0189492450390632,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.37188765,0.37188765,5.9834213,17.069807
cu03_p3r1A1,cu03,p3,cu03_p3,A1,A,1,1,B,EPCAM+,27.0,True,,212412.0,8046,212412.0,12570.0,5.9177446,28104.0,13.230891,0,0,3,-0.23733263042339311,-0.14988272165071098,G1,1.1245465409229785,0.6122023677676915,-0.0642751720175147,-0.10270062459011872,0.03842545257260402,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9822635,0.9822635,5.9177446,13.230891
cu03_p2r1A22,cu03,p2,cu03_p2,A22,A,22,1,A,CD45+,30.0,True,,571574.0,2607,571574.0,34313.0,6.0032473,28769.0,5.033294,0,0,7,-0.14781474769089986,-0.17716035202457722,G1,-0.23496685146058305,0.29130062576383353,1.6674403171613812,1.57064377112935,0.09679654603203125,7,t1,CD8+ T Cell,CD8+ T Cell,,,6.0032473,5.033294
cu03_p1r2E13,cu03,p1,cu03_p1,E13,E,13,2,D,EPCAM+,17.0,True,,1144152.0,1989,1144152.0,17545.0,1.5334501,394668.0,34.494366,0,0,2,-0.011664461069476176,-0.03842919314495073,G1,0.7535384278994273,0.7131606174707413,-0.0016927892155945302,-0.0012928561121225356,-0.00039993310347199453,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.46417898,0.46417898,1.5334501,34.494366
cu01_p1r3K7,cu01,p1,cu01_p1,K7,K,7,3,B,EPCAM+,25.0,True,Suprabasal Epithelial,1630191.0,7670,1630191.0,92495.0,5.673875,255230.0,15.656447,0,0,0,-0.2392375204850291,-0.23595024108826596,G1,0.7461387330999268,0.7027672352865337,-0.06932074858807027,-0.05600009535128871,-0.013320653236781561,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6142252,0.6142252,5.673875,15.656447
cu02_p2r3I16,cu02,p2,cu02_p2,I16,I,16,3,1,EPCAM+,37.0,True,Suprabasal Epithelial,406512.0,7460,406512.0,25874.0,6.3648796,46123.0,11.346036,0,0,0,-0.2311297057501634,-0.14630843267730018,G1,0.8640975327009665,0.48813022898137565,-0.05129074476659298,-0.06540035704771678,0.014109612281123798,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.7178564,0.7178564,6.3648796,11.346036
cu03_p2r4O6,cu03,p2,cu03_p2,O6,O,6,4,A,EPCAM+,30.0,True,,686671.0,3482,686671.0,76290.0,11.110124,104482.0,15.215729,0,0,2,-0.22327322317688375,-0.2338708974859181,G1,0.8807099703524042,1.0553174191117287,-0.05308450772427022,-0.0819719908076028,0.028887483083332575,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.46435043,0.46435043,11.110124,15.215729
cu01_p2r3I8,cu01,p2,cu01_p2,I8,I,8,3,C,EPCAM+,31.0,True,Proliferative Basal Epithelial,910628.0,8727,910628.0,110283.0,12.110654,110050.0,12.085067,0,0,9,-0.12428981813142326,-0.12897199634999895,G1,0.8022707110082401,1.2526599810272454,-0.06130509614944458,-0.07264802632232507,0.011342930172880496,9,9,Basal Epithelial,Basal Epithelial,0.1797367,0.1797367,12.110654,12.085067
cu01_p1r4O18,cu01,p1,cu01_p1,O18,O,18,4,,EPCAM+,,False,Terminally Differentiated Epithelial,1958699.0,1435,1958699.0,2.0,0.00010210859,42992.0,2.1949263,0,0,11,-0.09475610061705889,-0.03229506973146491,G1,1.8135523876648616,-0.15664491606131195,-0.049792761551216244,-0.06515441009774804,0.015361648546531798,11,11,Terminally Differentiated Epithelial,Terminally Differentiated Epithelial,0.94439936,0.94439936,0.00010210859,2.1949263
cu03_p2r3I3,cu03,p2,cu03_p2,I3,I,3,3,A,EPCAM+,30.0,True,,735923.0,7212,735923.0,38924.0,5.28914,78441.0,10.658859,0,0,3,-0.27730046587674284,-0.2803490965049535,G1,0.9943829651174737,0.9034333375804126,-0.0466678827162832,-0.06310906291628877,0.016441180200005574,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9028258,0.9028258,5.28914,10.658859
cu01_p1r1B5,cu01,p1,cu01_p1,B5,B,5,1,B,EPCAM+,25.0,True,Basal Epithelial,1383220.0,8667,1383220.0,147628.0,10.672778,215907.0,15.6090145,0,0,5,-0.14684671403551178,-0.1955517885552791,G1,0.10639526283565692,0.7915314516536891,-0.07982962003909051,-0.09471684679389,0.01488722675479949,5,5,Basal Epithelial,Basal Epithelial,0.094867535,0.094867535,10.672778,15.6090145
cu02_p2r1C6,cu02,p2,cu02_p2,C6,C,6,1,1,EPCAM+,37.0,True,Basal Epithelial,687386.0,6074,687386.0,67134.0,9.766565,145321.0,21.141106,0,0,8,-0.17136103658022145,-0.19207752000087625,G1,0.22926960552878234,0.9753049797974527,-0.058714665723964575,-0.07874956271921595,0.02003489699525137,8,8,Basal Epithelial,Basal Epithelial,0.20268825,0.20268825,9.766565,21.141106
cu03_p1r1A7,cu03,p1,cu03_p1,A7,A,7,1,D,EPCAM+,17.0,True,,210214.0,7739,210214.0,12770.0,6.074762,59296.0,28.207445,0,0,4,-0.06703007944890757,-0.0717274085567384,G1,0.8189025077819825,1.0317002635002137,-0.025390739664435388,-0.02412544220685959,-0.0012652974575757987,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.21565896,0.21565896,6.074762,28.207445
cu02_p1r2E12,cu02,p1,cu02_p1,E12,E,12,2,3,EPCAM+,24.0,True,Suprabasal Epithelial,1062547.0,8549,1062547.0,47375.0,4.4586263,129927.0,12.227882,0,0,0,-0.22857727343736411,-0.20739899993973918,G1,0.9142114479743384,0.41959428896754974,0.09188591910526156,-0.06448002734531959,0.15636594645058116,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.8281416,0.8281416,4.4586263,12.227882
cu03_p2r3L9,cu03,p2,cu03_p2,L9,L,9,3,A,EPCAM+,30.0,True,,520889.0,7583,520889.0,24037.0,4.614611,41717.0,8.008808,0,0,10,-0.23219766500275468,-0.1706875471812724,G1,0.6648661434597828,0.2918491853401065,-0.04414724793285132,-0.058247948189576466,0.014100700256725149,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.7871663,0.7871663,4.614611,8.008808
cu01_p1r1B17,cu01,p1,cu01_p1,B17,B,17,1,B,EPCAM+,25.0,True,Basal Epithelial,1637436.0,7029,1637436.0,178648.0,10.910228,248632.0,15.184227,0,0,9,-0.23208773603296173,-0.1652472465613135,G1,0.20011277610578515,0.9647752980850637,-0.0852718260884285,-0.10179724663496018,0.01652542054653168,9,9,Basal Epithelial,Basal Epithelial,0.100730814,0.100730814,10.910228,15.184227
cu02_p1r3I14,cu02,p1,cu02_p1,I14,I,14,3,3,EPCAM+,24.0,True,Suprabasal Epithelial,854886.0,8061,854886.0,57659.0,6.744642,111107.0,12.996703,0,0,3,-0.19284224687651308,-0.20560286624534926,G1,1.1055086899053526,0.3443663974292577,-0.05963894790038467,-0.07983919995526473,0.02020025205488006,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9273136,0.9273136,6.744642,12.996703
cu01_p1r3L10,cu01,p1,cu01_p1,L10,L,10,3,B,EPCAM+,25.0,True,Proliferative Basal Epithelial,1659186.0,8574,1659186.0,126827.0,7.643929,234517.0,14.13446,0,0,6,0.17657258631914052,0.54402900711316,G2M,0.36632827982635174,0.596607419960201,-0.06397686144337059,-0.07768506536260247,0.013708203919231887,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.53108114,0.53108114,7.643929,14.13446
cu02_p1r1A8,cu02,p1,cu02_p1,A8,A,8,1,3,EPCAM+,24.0,True,Terminally Differentiated Epithelial,547527.0,1287,547527.0,58399.0,10.665958,147740.0,26.983145,0,0,2,-0.07200169953201233,-0.1021682432421565,G1,0.07837131383050891,0.3274737750515342,-0.024677940383553504,-0.038344837998350464,0.01366689761479696,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.31257254,0.31257254,10.665958,26.983145
cu02_p3r4O3,cu02,p3,cu02_p3,O3,O,3,4,2,EPCAM+,34.0,True,,643908.0,6990,643908.0,39843.0,6.187685,68268.0,10.602136,0,0,9,-0.2299252245395885,-0.2211996948088719,G1,0.7172587331298959,1.5234750562608241,-0.08365708590485156,-0.07538376811891795,-0.008273317785933612,9,9,Basal Epithelial,Basal Epithelial,0.19447719,0.19447719,6.187685,10.602136
cu03_p2r1C15,cu03,p2,cu03_p2,C15,C,15,1,A,EPCAM+,30.0,True,,881521.0,6999,881521.0,42152.0,4.7817354,68095.0,7.7247167,0,0,4,0.6992759077925823,0.12395639658411756,S,0.5130832186801468,1.2203004254363479,-0.10937071752734483,-0.11881040458877881,0.009439687061433985,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.35796744,0.35796744,4.7817354,7.7247167
cu03_p2r4N12,cu03,p2,cu03_p2,N12,N,12,4,A,EPCAM+,30.0,True,,869816.0,7038,869816.0,35012.0,4.025219,86423.0,9.93578,0,0,2,-0.07846289668716006,-0.17164044404801512,G1,0.8889728199361878,0.93233075966686,-0.05175207993015647,-0.09657515089958907,0.044823070969432596,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.49699754,0.49699754,4.025219,9.93578
cu01_p1r1A14,cu01,p1,cu01_p1,A14,A,14,1,B,EPCAM+,25.0,True,Suprabasal Epithelial,1842801.0,8328,1842801.0,119564.0,6.488167,298994.0,16.224974,0,0,10,-0.2080497412681775,-0.13944094437449545,G1,0.6857899864377344,0.6147113199271261,-0.06360642890445888,-0.07169251589725414,0.008086086992795269,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.8108068,0.8108068,6.488167,16.224974
cu02_p2r2H23,cu02,p2,cu02_p2,H23,H,23,2,1,CD45+,37.0,True,Macrophage,624005.0,5611,624005.0,34428.0,5.5172634,58889.0,9.4372635,0,0,12,-0.1832523772912726,-0.1206047863182663,G1,-0.30690430642226163,-0.1303993428647518,-0.14016666129231453,0.5326526880512634,-0.6728193493435779,k0,k0,Macrophage,Macrophage,,,5.5172634,9.4372635
cu01_p1r1B18,cu01,p1,cu01_p1,B18,B,18,1,B,EPCAM+,25.0,True,Proliferative Basal Epithelial,1790739.0,7979,1790739.0,98566.0,5.504208,206828.0,11.549869,0,0,1,-0.07339051058212465,0.040897467048425507,G2M,0.6794574138017042,0.5634868138004094,-0.06153223114553839,-0.07055093368825813,0.00901870254271974,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.6397106,0.6397106,5.504208,11.549869
cu03_p3r3L12,cu03,p3,cu03_p3,L12,L,12,3,B,EPCAM+,27.0,True,,333001.0,4720,333001.0,30556.0,9.175948,30602.0,9.189762,0,0,10,-0.16796836607378016,-0.0983697525359905,G1,1.3440656987871318,0.5737764001861214,-0.051408066526055334,-0.05291477688898643,0.0015067103629310963,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.8418143,0.8418143,9.175948,9.189762
cu01_p1r3J12,cu01,p1,cu01_p1,J12,J,12,3,B,EPCAM+,25.0,True,Proliferative Basal Epithelial,1493716.0,9125,1493716.0,103276.0,6.9140315,191184.0,12.79922,0,0,6,0.402875850557276,0.3987625118544591,S,0.3815793087977697,1.2535476538836956,-0.06793350758031011,-0.1181014581148823,0.050167950534572195,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.39897192,0.39897192,6.9140315,12.79922
cu01_p2r1D11,cu01,p2,cu01_p2,D11,D,11,1,C,EPCAM+,31.0,True,Basal Epithelial,498466.0,6117,498466.0,52217.0,10.475538,106482.0,21.361938,0,0,8,-0.11466737123688792,-0.2085461859433953,G1,0.17023037733049956,0.7145652341023088,0.019335406813770536,-0.07171228097130855,0.09104768778507909,8,8,Basal Epithelial,Basal Epithelial,0.1409948,0.1409948,10.475538,21.361938
cu01_p1r4M6,cu01,p1,cu01_p1,M6,M,6,4,B,EPCAM+,25.0,True,Basal Epithelial,1563494.0,6354,1563494.0,200470.0,12.821923,247510.0,15.830569,0,0,5,-0.26428791775847077,-0.20071234603336974,G1,0.21344486918913963,0.9038679216951132,-0.04327177849598229,-0.10867850062747797,0.06540672213149568,5,5,Basal Epithelial,Basal Epithelial,0.06570757,0.06570757,12.821923,15.830569
cu03_p3r3K2,cu03,p3,cu03_p3,K2,K,2,3,B,EPCAM+,27.0,True,,369988.0,4036,369988.0,31532.0,8.522438,39380.0,10.643589,0,0,4,-0.003362937360801621,0.5259937711442555,G2M,0.4759469596261487,1.1400755247697236,-0.04169101759791374,-0.05378718962272008,0.01209617202480634,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.30483174,0.30483174,8.522438,10.643589
cu03_p3r3L8,cu03,p3,cu03_p3,L8,L,8,3,B,EPCAM+,27.0,True,,531238.0,4175,531238.0,64075.0,12.061449,80515.0,15.156107,0,0,4,0.1258337592855045,-0.08925027731783011,S,0.6764598666968591,1.0464943133518099,-0.017457806318998337,-0.05731100087364515,0.03985319455464681,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.31637707,0.31637707,12.061449,15.156107
cu03_p2r1A21,cu03,p2,cu03_p2,A21,A,21,1,A,EPCAM+,30.0,True,,941698.0,7367,941698.0,45563.0,4.8383875,99308.0,10.545631,0,0,0,-0.2800602911177689,-0.0811815610805342,G1,0.7696489352176296,0.8921654713377357,-0.03499867346137762,-0.053670631858209764,0.018671958396832146,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.67733103,0.67733103,4.8383875,10.545631
cu02_p1r2G14,cu02,p1,cu02_p1,G14,G,14,2,3,EPCAM+,24.0,True,Proliferative Basal Epithelial,732640.0,7021,732640.0,70374.0,9.6055355,114166.0,15.582824,0,0,6,0.2616777733228481,-0.08726811217359054,S,0.7262949814726324,0.5563587486892938,-0.11282503860071301,-0.08686883643269538,-0.025956202168017625,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.4323487,0.4323487,9.6055355,15.582824
cu01_p2r2F18,cu01,p2,cu01_p2,F18,F,18,2,C,EPCAM+,31.0,True,Proliferative Basal Epithelial,618334.0,9157,618334.0,45156.0,7.302849,62598.0,10.123655,0,0,1,-0.07741487864447355,1.0121186765059214,G2M,0.6205573973988785,0.6318704097792505,-0.0907219685614109,-0.09283888240655264,0.0021169138451417324,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.6215328,0.6215328,7.302849,10.123655
cu02_p2r1B12,cu02,p2,cu02_p2,B12,B,12,1,1,EPCAM+,37.0,True,Suprabasal Epithelial,781339.0,7657,781339.0,61655.0,7.890941,118155.0,15.122117,0,0,0,-0.12481630062627122,-0.24795604884595057,G1,1.0666250273789113,0.6353865144476294,-0.034210939770564434,-0.05276594844336311,0.018555008672798676,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.71906734,0.71906734,7.890941,15.122117
